Nº	NOME	TIPO	ATRIBUTO	RAÇA/PROPRIEDADE	LV	ATK	DEF	ID	DESC
0159	Beastly Mirror Ritual	Spell Card		Ritual				81933259	This card is used to Ritual Summon "Fiend's Mirror". You must also Tribute monsters from the field or your hand whose total Levels equal 6 or more.
0160	Beautiful Beast Trainer	Monster (Normal)	EARTH	Warrior	5	1750	1500	29616941	''A rare female beast-master with a very dangerous whip.''
0161	Beautiful Headhuntress	Monster (Normal)	EARTH	Warrior	4	1600	800	16899564	A vicious creature that has decapitated numerous enemy monsters.
0162	Beaver Warrior	Monster (Normal)	EARTH	Beast-Warrior	4	1200	1500	32452818	What this creature lacks in size it makes up for in defense when battling in the prairie.
0163	Beckoning Light	Trap Card		Normal				16255442	Discard your entire hand, then for each card you discarded to the GY by this effect, add 1 LIGHT monster from your GY to your hand.
0164	Begone, Knave!	Trap Card		Continuous				20374520	If a monster inflicts battle damage to a player: Return that monster to the hand.
0165	Behegon	Monster (Normal)	WATER	Aqua	4	1350	1000	94022093	With an enormous maw and massive teeth, this monstrosity is one dangerous and strange serpent from the deep.
0166	Behemoth the King of All Animals	Monster (Effect)	EARTH	Beast	7	2700	1500	22996376	This card can be Normal Summoned or Set with 1 Tribute. In that case, the original ATK of this card becomes 2000. When this card is Tribute Summoned, you can return from your Graveyard to the owner's hand a number of Beast-Type monsters equal to the number of Tributed monsters.
0167	Berfomet	Monster (Effect)	DARK	Fiend	5	1400	1800	77207191	When this card is Normal or Flip Summoned: You can add 1 "Gazelle the King of Mythical Beasts" from your Deck to your hand.
0168	Berserk Dragon	Monster (Effect)	DARK	Zombie	8	3500	0	85605684	Cannot be Normal Summoned/Set. Must be Special Summoned with "A Deal with Dark Ruler" and cannot be Special Summoned by other ways. This card can attack all monsters your opponent controls once each. During each of your End Phases, this card loses 500 ATK.
0169	Berserk Gorilla	Monster (Effect)	EARTH	Beast	4	2000	1000	39168895	If this card is in face-up Defense Position, destroy this card. This card must attack if able.
0170	Beta The Magnet Warrior	Monster (Normal)	EARTH	Rock	4	1700	1600	39256679	''Alpha, Beta, and Gamma meld as one to form a powerful monster.''
0171	Bickuribox	Monster (Fusion)	DARK	Fiend	7	2300	2000	25655502	"Crass Clown" + "Dream Clown"
0172	Big Bang Shot	Spell Card		Equip				61127349	The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent. When this card leaves the field, banish the equipped monster.
0173	Big Burn	Trap Card		Normal				95472621	You can only activate this card when your opponent activates a card that targets a monster in the Graveyard. Remove from play all monsters in both players' Graveyards.
0174	Big Eye	Monster (Effect)	DARK	Fiend	4	1200	1000	16768387	FLIP: Look at up to 5 cards from the top of your Deck, then place them on the top of the Deck in any order.
0175	Big Insect	Monster (Normal)	EARTH	Insect	4	1200	1500	53606874	A giant ant that dwells in the jungle, it is powerful whether attacking or defending.
0176	Big Koala	Monster (Normal)	EARTH	Beast	7	2700	2000	42129512	A species of huge Des Koala. He's meek, but people are afraid of him because he's very powerful.
0177	Big Shield Gardna	Monster (Effect)	EARTH	Warrior	4	100	2600	65240384	When a Spell Card is activated that targets this face-down card (and no other cards) (Quick Effect): Change this card to face-up Defense Position, and if you do, negate the activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.
0178	Big Wave Small Wave	Spell Card		Normal				51562916	Destroy all face-up WATER monsters you control, then you can Special Summon WATER monsters from your hand, up to the number of monsters destroyed by this effect.
0179	Big-Tusked Mammoth	Monster (Effect)	EARTH	Beast	5	2000	1000	59380081	Monsters your opponent controls cannot attack the turn they are Summoned.
0180	Binding Chain	Monster (Normal)	LIGHT	Fairy	3	1000	1100	8058240	''The mystic links of this chain can rob enemies of their power.''
0181	Bio Plant	Monster (Normal)	DARK	Fiend	3	600	1300	7670542	''A monster created from a major accident in an underground lab.''
0182	Bio-Mage	Monster (Normal)	LIGHT	Fairy	3	1150	1000	58696829	A mysterious priest created as a result of the latest advances in biotechnology.
0183	Birdface	Monster (Effect)	WIND	Winged Beast	4	1600	1600	45547649	When this card is destroyed by battle and sent to the GY: You can add 1 "Harpie Lady" from your Deck to your hand.
0184	Bite Shoes	Monster (Effect)	DARK	Fiend	2	500	300	50122883	FLIP: Change the battle position of 1 face-up monster on the field.
0185	Black Dragon's Chick	Monster (Effect)	DARK	Dragon	1	800	500	36262024	You can send this face-up card you control to the Graveyard; Special Summon 1 "Red-Eyes B. Dragon" from your hand.
0186	Black Illusion Ritual	Spell Card		Ritual				41426869	This card is used to Ritual Summon "Relinquished". You must also Tribute a monster from your hand or field whose Level is 1 or more.
0187	Black Luster Ritual	Spell Card		Ritual				55761792	This card is used to Ritual Summon "Black Luster Soldier". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.
0188	Black Luster Soldier	Monster (Ritual)	EARTH	Warrior	8	3000	2500	5405694	You can Ritual Summon this card with "Black Luster Ritual".
0189	Black Luster Soldier - Envoy of the Beginning	Monster (Effect)	LIGHT	Warrior	8	3000	2500	72989439	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. Once per turn, you can activate 1 of these effects.  ● Target 1 monster on the field; banish it. This card cannot attack the turn this effect is activated.  ● If this attacking card destroys an opponent's monster by battle: It can make a second attack in a row.
0190	Black Magic Ritual	Spell Card		Ritual				76792184	This card is used to Ritual Summon "Magician of Black Chaos". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.
0191	Black Pendant	Spell Card		Equip				65169794	The equipped monster gains 500 ATK. When this card is sent from the field to the Graveyard: Inflict 500 damage to your opponent.
0192	Black Skull Dragon	Monster (Fusion)	DARK	Dragon	9	3200	2500	11901678	"Summoned Skull" + "Red-Eyes Black Dragon"        (This card is always treated as an "Archfiend" card.)
0193	Black Tyranno	Monster (Effect)	EARTH	Dinosaur	7	2600	1800	38670435	If the only cards your opponent controls are Defense Position monsters, this card can attack directly.
0194	Blackland Fire Dragon	Monster (Normal)	DARK	Dragon	4	1500	800	87564352	A dragon that dwells in the depths of darkness, its vulnerability lies in its poor eyesight.
0195	Blade Knight	Monster (Effect)	LIGHT	Warrior	4	1600	1000	39507162	Gains 400 ATK while you have 1 or less cards in your hand. If you control no other monsters, the effects of Flip monsters destroyed by battle with this card are negated.
0196	Blade Rabbit	Monster (Effect)	EARTH	Beast	2	400	300	58268433	When this card is changed from Attack Position to face-up Defense Position, destroy 1 monster on your opponent's side of the field.
0197	Bladefly	Monster (Effect)	WIND	Insect	2	600	700	28470714	As long as this card remains face-up on the field, increase the ATK of all WIND monsters by 500 points and decrease the ATK of all EARTH monsters by 400 points.
0198	Blast Held by a Tribute	Trap Card		Normal				89041555	When an opponent's monster that was Tribute Summoned declares an attack: Destroy as many face-up Attack Position monsters they control as possible, and if you do, inflict 1000 damage to your opponent.
0199	Blast Juggler	Monster (Effect)	FIRE	Machine	3	800	900	70138455	You can only activate this effect during your Standby Phase. Tribute this face-up card to select and destroy 2 face-up monsters with an ATK 1000 or less.
0200	Blast Magician	Monster (Effect)	FIRE	Spellcaster	4	1400	1700	21051146	Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. You can remove any number of Spell Counters from this card, then target 1 face-up monster on the field with ATK less than or equal to the number of counters you removed x 700; destroy that target.
0201	Blast Sphere	Monster (Effect)	DARK	Machine	4	1400	1400	26302522	If this face-down Defense Position card was attacked by an opponent's monster, before damage calculation: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase: Destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the ATK the destroyed monster had on the field.
0202	Blast with Chain	Trap Card		Normal				98239899	Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. If this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.
0203	Blasting the Ruins	Trap Card		Normal				21466326	You can only activate this card if there are 30 or more cards in your Graveyard. Inflict 3000 points of damage to your opponent's Life Points.
0204	Blazing Inpachi	Monster (Normal)	FIRE	Pyro	4	1850	0	5464695	A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.
0205	Blessings of the Nile	Spell Card		Continuous				30653113	Each time card(s) are discarded from your hand to the Graveyard by the effect of a card controlled by your opponent, increase your Life Points by 1000 points.
0206	Blind Destruction	Trap Card		Continuous				32015116	Once per turn, during your Standby Phase: Roll a six-sided die. If the result is 1-5, destroy all monsters on the field with the same Level as the number rolled. If it is 6, destroy all Level 6 and higher monsters on the field.
0207	Blindly Loyal Goblin	Monster (Effect)	EARTH	Warrior	4	1800	1500	35215622	As long as this card remains face-up on the field, control of this card cannot switch.
0208	Block Attack	Spell Card		Normal				25880422	Target 1 face-up Attack Position monster your opponent controls; change that target to face-up Defense Position.
0209	Blocker	Monster (Normal)	DARK	Machine	4	850	1800	34743446	Constructed from several components, this monster can launch them in a pincer attack.
0210	Blood Sucker	Monster (Effect)	DARK	Zombie	4	1300	1500	97783659	If this card inflicts battle damage to your opponent: Send the top card of their Deck to the GY.
0211	Blowback Dragon	Monster (Effect)	DARK	Machine	6	2300	1200	25551951	Once per turn: You can target 1 card your opponent controls; toss a coin 3 times and destroy that target if at least 2 of the results are heads.
0212	Blue Medicine	Spell Card		Normal				20871001	Increase your Life Points by 400 points.
0213	Blue-Eyed Silver Zombie	Monster (Normal)	DARK	Zombie	3	900	700	35282433	The beams from the eyes of this creature are said to turn enemies into zombies.
0214	Blue-Eyes Shining Dragon	Monster (Effect)	LIGHT	Dragon	10	3000	2500	53347303	Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 "Blue-Eyes Ultimate Dragon". Gains 300 ATK for each Dragon monster in your GY. When a card or effect is activated that targets this card (Quick Effect): You can negate that effect.
0215	Blue-Eyes Toon Dragon	Monster (Effect)	LIGHT	Dragon	8	3000	2500	53183600	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control "Toon World". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.
0216	Blue-Eyes Ultimate Dragon	Monster (Fusion)	LIGHT	Dragon	12	4500	3800	23995346	"Blue-Eyes White Dragon" + "Blue-Eyes White Dragon" + "Blue-Eyes White Dragon"
0217	Blue-Eyes White Dragon	Monster (Normal)	LIGHT	Dragon	8	3000	2500	89631139	This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
