ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
0223,Bombardment Beetle,Monster (Effect),400,900,FLIP: Pick up and see 1 face-down Defense Position Monster Card on your opponent's side of the field,1.2,
0224,Bone Mouse,Monster (Normal),400,300,''A mouse that has returned as a zombie to seek revenge on cats.'',1.1,
0225,Boneheimer,Monster (Normal),850,400,"This monster wanders the seas, sucking dry any creatures it may encounter.",1.5,
0226,Boo Koo,Monster (Normal),650,500,''A book-like wizard with a wealth of magic written inside.'',1.3,
0227,Book of Life,Spell,,,Target 1 Zombie monster in your GY and 1 monster in your opponent's GY; Special Summon the first tar,2.3,
0228,Book of Moon,Spell,,,Target 1 face-up monster on the field; change that target to face-down Defense Position.,1.4,
0229,Book of Secret Arts,Spell,,,A Spellcaster-Type monster equipped with this card increases its ATK and DEF by 300 points.,1.4,
0230,Book of Taiyou,Spell,,,Flip 1 face-down monster on the field into face-up Attack Position.,2.3,
0231,Bottom Dweller,Monster (Normal),1650,1700,This is one sea creature whose wrath is something monsters fear to face.,1.5,
0232,Bottomless Shifting Sand,Trap,,,"At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field",2.3,
0233,Bottomless Trap Hole,Trap,,,When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or ,2.3,
0234,Boulder Tortoise,Monster (Normal),1450,2200,''A stone turtle that is nearly indestructible.'',1.3,
0235,Bowganian,Monster (Effect),1300,1000,"Once per turn, during your Standby Phase: Inflict 600 damage to your opponent.",2.2,
0236,Bracchio-raidus,Monster (Fusion),2200,2000,"""Two-Headed King Rex"" + ""Crawling Dragon #2""",3.5,
0237,Brain Control,Spell,,,"Pay 800 LP, then target 1 face-up monster your opponent controls that can be Normal Summoned/Set; ta",4.5,
0238,Brain Jacker,Monster (Effect),200,900,FLIP: Equip this card to a monster on your opponent's side of the field and treat it as an Equip Car,1.2,
0239,Brave Scizzar,Monster (Normal),1300,1000,"Armed with a mass of scissors, this monster can clip an enemy into any desired shape and size.",2.1,
0240,Breaker the Magical Warrior,Monster (Effect),1600,1000,If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). Gains 300 ATK for each Spell ,3.1,
0241,Breath of Light,Spell,,,Destroy all face-up Rock-Type monsters on the field.,4.5,
0242,Bubble Crash,Trap,,,This card can only be activated when any player has 6 or more cards on the field and/or in their han,2.3,
0243,Bubble Shuffle,Spell,,,"Target 1 face-up Attack Position ""Elemental HERO Bubbleman"" you control and 1 face-up Attack Positio",4.5,
0244,Bubonic Vermin,Monster (Effect),900,600,"FLIP: You can Special Summon 1 ""Bubonic Vermin"" from your Deck in face-down Defense Position. Then s",2.1,
0245,Burglar,Monster (Normal),850,800,A sly rat. He will come at you with his huge left claw.,1.5,
0246,Burning Algae,Monster (Effect),500,1500,"When this card is sent to the Graveyard, increase your opponent's Life Points by 1000 points.",1.4,
0247,Burning Beast,Monster (Effect),1500,1000,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to",2.4,
0248,Burning Land,Spell,,,"When this card is activated: If there are any Field Spell Cards on the field, destroy them. During e",2.3,
0249,Burning Spear,Spell,,,A FIRE monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 ,1.4,
0250,Burst Breath,Trap,,,Tribute 1 Dragon-Type monster; destroy all face-up monsters on the field whose DEF is less than or e,4.5,
0251,Burst Stream of Destruction,Spell,,,"If you control ""Blue-Eyes White Dragon"": Destroy all monsters your opponent controls. ""Blue-Eyes Whi",4.5,
0252,Buster Blader,Monster (Effect),2600,2300,Gains 500 ATK for each Dragon monster your opponent controls or is in their GY.,4.4,
0253,Buster Rancher,Spell,,,Only a monster with an ATK of 1000 points or less can be equipped with this card. During damage calc,1.4,
0254,Butterfly Dagger - Elma,Spell,,,The equipped monster gains 300 ATK. When this card is destroyed and sent to the Graveyard while equi,2.3,
0255,Byser Shock,Monster (Effect),800,600,If this card is Summoned: Return all Set cards on the field to the hand.,2.1,
0256,Call of Darkness,Trap,,,"All monsters restored with ""Monster Reborn"" are sent to the Graveyard. ""Monster Reborn"" also cannot ",4.5,
0257,Call of the Earthbound,Trap,,,When an opponent's monster declares an attack: You choose the target of the attack.,2.3,
0258,Call of the Grave,Trap,,,"When your opponent activates ""Monster Reborn"": Negate the effect of that ""Monster Reborn"".",4.5,
0259,Call of the Haunted,Trap,,,Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position.,2.3,
0260,Call of the Mummy,Spell,,,Once per turn: You can Special Summon 1 Zombie monster from your hand. You must control no monsters ,4.5,
0261,Candle of Fate,Monster (Normal),600,600,Decides the fate of an opponent when the candle on its fingertip burns out.,1.3,
0262,Cannon Soldier,Monster (Effect),1400,1300,You can Tribute 1 monster; inflict 500 damage to your opponent.,2.4,
0263,Cannonball Spear Shellfish,Monster (Effect),1000,1000,"While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.",2.1,
0264,Card Destruction,Spell,,,"Both players discard as many cards as possible from their hands, then each player draws the same num",2.3,
0265,Card Shuffle,Spell,,,Pay 300 Life Points to use this card's effect. Shuffle either your or your opponent's Deck. You can ,2.3,
0266,Card of Safe Return,Spell,,,"When a monster is Special Summoned from your Graveyard, you can draw 1 card.",2.3,
0267,Card of Sanctity,Spell,,,Banish all other cards you control and in your hand (min. 1 from each); draw until you have 2 cards ,4.5,
0268,Castle Gate,Monster (Effect),0,2400,"This card cannot be destroyed by battle. Once per turn, if this card is in face-up Attack Position, ",1.2,
0269,Castle Walls,Trap,,,Increase the DEF of 1 face-up monster on the field by 500 points until the end of this turn.,1.4,
0270,Castle of Dark Illusions,Monster (Effect),920,1930,"FLIP: All Zombie-Type monsters gain 200 ATK and DEF. During each of your next 4 Standby Phases, each",2.1,
0271,Cat's Ear Tribe,Monster (Effect),200,100,The original ATK of your opponent's monster(s) that battles with this card during his/her turn becom,1.2,
0272,Catapult Turtle,Monster (Effect),1000,2000,Once per turn: You can Tribute 1 monster; inflict damage to your opponent equal to half the Tributed,2.1,
0273,Catnipped Kitty,Monster (Effect),0,500,This card cannot be attacked if there is another Beast-Type monster on your side of the field. Once ,1.2,
0274,Cave Dragon,Monster (Effect),2000,100,Cannot be Normal Summoned while you control a monster. This card cannot declare an attack unless you,3.4,
0275,Ceasefire,Trap,,,If a face-down Defense Position monster or an Effect Monster is on the field: Change all face-down D,1.4,
0276,Celtic Guardian,Monster (Normal),1400,1200,"An elf who learned to wield a sword, he baffles enemies with lightning-swift attacks.",2.3,
0277,Cemetary Bomb,Trap,,,Inflict 100 damage to your opponent for each card in their Graveyard.,2.3,
0278,Centrifugal Field,Spell,,,When a Fusion Monster(s) is destroyed by a card effect and sent to the Graveyard: Its owner targets ,2.3,
0279,Ceremonial Bell,Monster (Effect),0,1850,Both players must keep their hands revealed.,1.2,
0280,Cestus of Dagla,Spell,,,Equip only to a Fairy-Type monster. It gains 500 ATK. If it inflicts battle damage to your opponent:,2.3,
0281,Chain Burst,Trap,,,"Each time a player activates a Trap Card, they take 1000 damage immediately after it resolves.",2.3,
0282,Chain Destruction,Trap,,,When a monster(s) with 2000 or less ATK is Summoned: Target 1 of them; destroy all cards with that n,4.5,
0283,Chain Disappearance,Trap,,,"When a monster(s) with 1000 or less ATK is Summoned: Banish that monster(s) with 1000 or less ATK, t",2.3,
0284,Chain Energy,Spell,,,"Each player must pay 500 Life Points per card to Normal Summon, Special Summon, Set or activate card",2.3,
0285,Chakra,Monster (Ritual),2450,2000,"You can Ritual Summon this card with ""Resurrection of Chakra"".",4.1,
0286,Change Slime,Monster (Normal),400,300,A slime that can morph and adopt the shape and size of any monster it chooses.,1.1,
0287,Change of Heart,Spell,,,Target 1 monster your opponent controls; take control of it until the End Phase.,5.5,
0288,Chaos Command Magician,Monster (Effect),2400,1900,Negate the effect of a Monster Card that targets this 1 card.,4.2,
0289,Chaos Emperor Dragon - Envoy of the End,Monster (Effect),3000,2500,Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 LIGHT and 1 ,5.2,
0290,Chaos End,Spell,,,You can only activate this card if 7 or more of your cards are currently removed from play. Destroy ,4.5,
0291,Chaos Greed,Spell,,,You can only activate this card if 4 or more of your cards are currently removed from play and there,4.5,
0292,Chaos Necromancer,Monster (Effect),0,0,The ATK of this card is the number of Monster Cards in your Graveyard x 300.,1.2,
0293,Chaos Sorcerer,Monster (Effect),2300,2000,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT ,4.1,
0294,Chaosrider Gustaph,Monster (Effect),1400,1500,"Once per turn, you can remove from play up to 2 Spell Cards from your Graveyard. This card gains 300",2.4,
0295,Charcoal Inpachi,Monster (Normal),100,2100,A wicked wooden spirit that has burned out. The barbecue grilled with this charcoal is so awesome th,1.1,
0296,Charm of Shabti,Monster (Effect),100,100,"During either player's turn: You can discard this card; until the End Phase, ""Gravekeeper's"" monster",1.2,
0297,Charubin the Fire Knight,Monster (Fusion),1100,800,"""Monster Egg"" + ""Hinotama Soul""",3.5,
0298,Checkmate,Spell,,,"Tribute 1 Archfiend monster on your side of the field. During this turn, 1 ""Terrorking Archfiend"" on",2.3,
0299,Chimera the Flying Mythical Beast,Monster (Fusion),2100,1800,"""Gazelle the King of Mythical Beasts"" + ""Berfomet"" (This card is always treated as a ""Phantom Beast""",3.5,
0300,Chiron the Mage,Monster (Effect),1800,1000,"Once per turn: You can discard 1 Spell Card, then target 1 Spell/Trap Card your opponent controls; d",3.2,
0301,Chopman the Desperate Outlaw,Monster (Effect),1100,500,"When this card is Flip Summoned, you can equip 1 Equip Spell Card in your Graveyard to this card.",2.1,
0302,Chorus of Sanctuary,Spell,,,Increase the DEF of all Defense Position monsters by 500 points.,1.4,
0303,Chosen One,Spell,,,Select 1 Monster Card and 2 non-Monster Cards from your hand. Your opponent randomly selects 1 card ,2.3,
0304,Chu-Ske the Mouse Fighter,Monster (Normal),1200,0,"A fiery mouse, travelling the world to become the strongest fighter in the world of mice. Be careful",2.1,
0305,Cipher Soldier,Monster (Effect),1350,1800,"If this card battles a Warrior-Type monster, during damage calculation: This card gains 2000 ATK and",2.2,
0306,Claw Reacher,Monster (Normal),1000,800,Stretching arms and razor-sharp claws make this monster a formidable opponent.,1.5,
0307,Cloning,Trap,,,When your opponent Normal or Flip Summons a monster that has a Level: Target that face-up monster; S,1.4,
0308,Clown Zombie,Monster (Normal),1350,0,A clown revived by the powers of darkness. Its deadly dance has sent many monsters to their graves.,2.1,
0309,Coach Goblin,Monster (Effect),1200,1500,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your h",2.2,
0310,Cobra Jar,Monster (Effect),600,300,"FLIP: Special Summon 1 ""Poisonous Snake Token"" (Reptile-Type/EARTH/3 Stars/ATK 1200/DEF 1200). When ",1.4,
0311,Cobraman Sakuzy,Monster (Effect),800,1400,You can flip this card into face-down Defense Position once per turn during your Main Phase. When th,2.1,
0312,Cockroach Knight,Monster (Effect),800,900,"When this card is sent to the Graveyard, it is returned to the top of the Deck.",2.1,
0313,Cocoon of Evolution,Monster (Effect),0,2000,"You can target 1 ""Petit Moth"" you control; equip this card from your hand to that target. While equi",1.2,
0314,Coffin Seller,Trap,,,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,2.3,
0315,Cold Wave,Spell,,,"This card can only be activated at the start of Main Phase 1. Until your next turn, you and your opp",2.3,
0316,Collected Power,Trap,,,Target 1 face-up monster on the field; equip it with all Equip Cards on the field. If any of those E,2.3,
0317,Combination Attack,Spell,,,"During a Battle Phase, you can use this effect on 1 monster that has attacked this turn and is equip",1.4,
0318,Command Knight,Monster (Effect),1200,1900,"All Warrior monsters you control gain 400 ATK. If you control another monster, monsters your opponen",2.2,
0319,Commencement Dance,Spell,,,"This card is used to Ritual Summon ""Performance of Sword"". You must also Tribute monsters whose tota",2.3,
0320,Compulsory Evacuation Device,Trap,,,Target 1 monster on the field; return that target to the hand.,2.3,
0321,Confiscation,Spell,,,"Pay 1000 Life Points. Look at your opponent's hand, select 1 card in it and discard that card.",2.3,
0322,Conscription,Trap,,,"Excavate the top card of your opponent's Deck, and if it is a monster that can be Normal Summoned/Se",2.3,
0323,Continuous Destruction Punch,Spell,,,If the DEF of the attacked Defense Position monster on your side of the field is higher than the ATK,1.4,
0324,Contract with Exodia,Spell,,,"If you have all 5 of ""Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the ",2.3,
0325,Contract with the Abyss,Spell,,,This card can be used to Ritual Summon any DARK Ritual Monster. You must also Tribute monsters from ,2.3,
0326,Contract with the Dark Master,Spell,,,"This card is used to Ritual Summon ""Dark Master - Zorc"". You must also Tribute monsters from your ha",2.3,
0327,Convulsion of Nature,Spell,,,"As long as this card remains face-up on the field, both players must turn their respective Decks ups",2.3,
